plid,imgSrc,hasImage,detailUrl,statusType,statusText,price,address,minBeds,minBaths,minArea,lotId,latLong,variableData,badgeInfo,buildingName,buildingId,isBuilding,canSaveBuilding,has3DModel,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,timeOnZillow,unitCount,rentalMarketingSubType,marketingTreatments,zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,priceLabel,beds,baths,area,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,hasVideo,availabilityDate,visited,info3String,streetViewURL,streetViewMetadataURL
,https://photos.zillowstatic.com/fp/38aecaa2886e2d647b54a179ecc0c889-p_e.jpg,True,/homedetails/913-Belmont-Ave-E-UNIT-B-Seattle-WA-98102/2083015588_zpid/,FOR_RENT,Apartment for rent,"$2,450/mo","913 Belmont Ave E UNIT B, Seattle, WA 98102",,,,,"{'latitude': 47.62674, 'longitude': -122.32585}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,3269485000,,unknown,"['paid', 'zillowRentalManager']",2083015588,ForRent,For Rent,$2.5K,2.0,1.0,860.0,"{'homeInfo': {'zpid': 2083015588, 'streetAddress': '913 Belmont Ave E UNIT B', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.62674, 'longitude': -122.32585, 'price': 2450.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 860.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2281, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2450.0, 'timeOnZillow': 3269485000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Unit B', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/eeff0090140d73f6480c4dbfabad7cb7-p_e.jpg,True,/homedetails/1828-11th-Ave-APT-202-Seattle-WA-98122/49118339_zpid/,FOR_RENT,Apartment for rent,"$1,700/mo","1828 11th Ave APT 202, Seattle, WA 98122",,,,,"{'latitude': 47.618423, 'longitude': -122.31782}","{'type': 'TIME_ON_INFO', 'text': '19 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1688664000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",49118339,ForRent,For Rent,$1.7K,1.0,1.0,448.0,"{'homeInfo': {'zpid': 49118339, 'streetAddress': '1828 11th Ave APT 202', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.618423, 'longitude': -122.31782, 'price': 1700.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 448.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 316300, 'rentZestimate': 1576, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1700.0, 'timeOnZillow': 1688664000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 318000.0, 'unit': 'Apt 202', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-05 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/b98fe734e3d410470f825d8f1f003424-p_e.jpg,True,/b/capital-hill-charm-seattle-wa-9VWLnw/,FOR_RENT,Apartment for rent,"$2,200/mo","608 Belmont Ave E APT 4, Seattle, WA 98102",,,,,"{'latitude': 47.624615, 'longitude': -122.3237}","{'type': 'TIME_ON_INFO', 'text': '26 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,2325442000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",2095326707,ForRent,For Rent,$2.2K,1.0,1.0,700.0,"{'homeInfo': {'zpid': 2095326707, 'streetAddress': '608 Belmont Ave E APT 4', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.624615, 'longitude': -122.3237, 'price': 2200.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1851, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2200.0, 'timeOnZillow': 2325442000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 4', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/86080d544b8001d3ed8a001dda6efc31-p_e.jpg,True,/homedetails/1060-E-Harrison-St-Seattle-WA-98102/337722425_zpid/,FOR_RENT,Townhouse for rent,"$3,950/mo","1060 E Harrison St, Seattle, WA 98102",,,,,"{'latitude': 47.622124, 'longitude': -122.31839}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,3178655000,,unknown,"['paid', 'zillowRentalManager']",337722425,ForRent,For Rent,$4.0K,2.0,2.0,1344.0,"{'homeInfo': {'zpid': 337722425, 'streetAddress': '1060 E Harrison St', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.622124, 'longitude': -122.31839, 'price': 3950.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1344.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 854700, 'rentZestimate': 3909, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3950.0, 'timeOnZillow': 3178655000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 819000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/5e14d3b42de343714008c8708dd333df-p_e.jpg,True,/homedetails/2215-Yale-Ave-E-APT-B-Seattle-WA-98102/2078843130_zpid/,FOR_RENT,Apartment for rent,"$1,950/mo","2215 Yale Ave E APT B, Seattle, WA 98102",,,,,"{'latitude': 47.638783, 'longitude': -122.32745}","{'type': 'TIME_ON_INFO', 'text': '22 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1907865000,,unknown,"['paid', 'zillowRentalManager']",2078843130,ForRent,For Rent,$2.0K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 2078843130, 'streetAddress': '2215 Yale Ave E APT B', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.638783, 'longitude': -122.32745, 'price': 1950.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1933, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1950.0, 'timeOnZillow': 1907865000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt B', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-15 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/4adf186cf610c9cfafc4987bb8c23806-p_e.jpg,True,/homedetails/1610-Belmont-Ave-APT-409-Seattle-WA-98122/72500640_zpid/,FOR_RENT,Apartment for rent,"$1,995/mo","1610 Belmont Ave APT 409, Seattle, WA 98122",,,,,"{'latitude': 47.6158, 'longitude': -122.32415}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,6181434000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",72500640,ForRent,For Rent,$2.0K,1.0,1.0,600.0,"{'homeInfo': {'zpid': 72500640, 'streetAddress': '1610 Belmont Ave APT 409', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6158, 'longitude': -122.32415, 'price': 1995.0, 'datePriceChanged': 1736841600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 600.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 428500, 'rentZestimate': 2069, 'listing_sub_type': {}, 'priceReduction': '$105 (Jan 14)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1995.0, 'priceChange': -105, 'timeOnZillow': 6181434000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 426000.0, 'unit': 'Apt 409', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-13 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/2683a3b2ceadfc9523c55591870174e9-p_e.jpg,True,/b/2020-lake-union-seattle-wa-5XkjJf/,FOR_RENT,Apartment for rent,"$1,795/mo","2020 Minor Ave E APT 2, Seattle, WA 98102",,,,,"{'latitude': 47.637398, 'longitude': -122.32799}","{'type': 'TIME_ON_INFO', 'text': '4 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,427111000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",2123226124,ForRent,For Rent,$1.8K,1.0,1.0,690.0,"{'homeInfo': {'zpid': 2123226124, 'streetAddress': '2020 Minor Ave E APT 2', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.637398, 'longitude': -122.32799, 'price': 1795.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 690.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1766, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1795.0, 'timeOnZillow': 427111000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 2', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-20 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/b4f5d652bd52479fb1a1ea58159807cf-p_e.jpg,True,/b/712-summit-seattle-wa-5b87PQ/,FOR_RENT,Apartment for rent,"$2,250/mo","712 Summit Ave E APT 07, Seattle, WA 98102",,,,,"{'latitude': 47.625565, 'longitude': -122.32489}","{'type': 'TIME_ON_INFO', 'text': '9 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,825402000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",2097385246,ForRent,For Rent,$2.3K,2.0,1.0,810.0,"{'homeInfo': {'zpid': 2097385246, 'streetAddress': '712 Summit Ave E APT 07', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.625565, 'longitude': -122.32489, 'price': 2250.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 810.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2197, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2250.0, 'timeOnZillow': 825402000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 07', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-10 00:00:00,False,,,
s4wp3vs0mf9,https://photos.zillowstatic.com/fp/9f04c702fcd85f691b652f8653d41840-p_e.jpg,True,/b/arise-century-seattle-wa-5jF22h/,FOR_RENT,Arise Century,"$1,750+/mo","601 E Denny Way, Seattle, WA",1.0,1.0,600.0,1050487955.0,"{'latitude': 47.618267, 'longitude': -122.32394}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Arise Century,47.618267--122.32394,True,True,False,False,False,True,False,,False,2783787000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/ae97246ab03fc4a0c424dc8a82b02b24-p_e.jpg,True,/homedetails/1029-Summit-Ave-E-APT-22-Seattle-WA-98102/2055632365_zpid/,FOR_RENT,Apartment for rent,"$1,795/mo","1029 Summit Ave E APT 22, Seattle, WA 98102",,,,,"{'latitude': 47.628284, 'longitude': -122.32648}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,5708406000,,unknown,"['paid', 'zillowRentalManager']",2055632365,ForRent,For Rent,$1.8K,1.0,1.0,503.0,"{'homeInfo': {'zpid': 2055632365, 'streetAddress': '1029 Summit Ave E APT 22', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.628284, 'longitude': -122.32648, 'price': 1795.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 503.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1795.0, 'timeOnZillow': 5708406000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 22', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-01 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/aea80f7bd108001e574640f2c6510525-p_e.jpg,True,/homedetails/766-Belmont-Ave-E-11-Seattle-WA-98102/442329707_zpid/,FOR_RENT,Apartment for rent,"$1,700/mo","766 Belmont Ave E #11, Seattle, WA 98102",,,,,"{'latitude': 47.626717, 'longitude': -122.325134}","{'type': 'TIME_ON_INFO', 'text': '18 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,1632066000,,unknown,"['paid', 'zillowRentalManager']",442329707,ForRent,For Rent,$1.7K,1.0,1.0,775.0,"{'homeInfo': {'zpid': 442329707, 'streetAddress': '766 Belmont Ave E #11', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.626717, 'longitude': -122.325134, 'price': 1700.0, 'datePriceChanged': 1736841600000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 775.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$100 (Jan 14)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1700.0, 'priceChange': -100, 'timeOnZillow': 1632066000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 11', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-06 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/8828b133da55d2f20b5066ba5b1f3346-p_e.jpg,True,/homedetails/947-10th-Ave-E-Seattle-WA-98102/48818957_zpid/,FOR_RENT,House for rent,"$4,695/mo","947 10th Ave E, Seattle, WA 98102",,,,,"{'latitude': 47.628185, 'longitude': -122.32054}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,3825346000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",48818957,ForRent,For Rent,$4.7K,3.0,2.0,2470.0,"{'homeInfo': {'zpid': 48818957, 'streetAddress': '947 10th Ave E', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.628185, 'longitude': -122.32054, 'price': 4695.0, 'datePriceChanged': 1736409600000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 2470.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 1365500, 'rentZestimate': 4737, 'listing_sub_type': {}, 'priceReduction': '$155 (Jan 9)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4695.0, 'priceChange': -155, 'timeOnZillow': 3825346000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 1208000.0, 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/cda2caf19287beadce08801aa88560d3-p_e.jpg,True,/b/prospect-court-seattle-wa-5gq2F8/,FOR_RENT,Apartment for rent,"$1,425/mo","1101 10th Ave E APT 105, Seattle, WA 98102",,,,,"{'latitude': 47.6289, 'longitude': -122.32046}","{'type': 'TIME_ON_INFO', 'text': '25 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,2208503000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",2104849741,ForRent,For Rent,$1.4K,1.0,1.0,500.0,"{'homeInfo': {'zpid': 2104849741, 'streetAddress': '1101 10th Ave E APT 105', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.6289, 'longitude': -122.32046, 'price': 1425.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 500.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 1617, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1425.0, 'timeOnZillow': 2208503000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 105', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-01-10 00:00:00,False,,,
neypg90jqjn8,https://photos.zillowstatic.com/fp/85d408f56f3beb80bcd17973f2d06571-p_e.jpg,True,/apartments/seattle-wa/glengarry/5jDzp6/,FOR_RENT,Glengarry,"$2,300+/mo","309 Belmont Ave E, Seattle, WA",2.0,1.0,874.0,1050487435.0,"{'latitude': 47.621166, 'longitude': -122.32439}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Glengarry,47.621166--122.32439,True,True,False,False,False,True,False,,False,5060738000,2.0,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectSingleFamilyDailyListings']",,,,,,,,,,,,,,,,,,,
39pp1s19mzvau,https://photos.zillowstatic.com/fp/f383dc309c3bd2f952ddbda5fef3ba6f-p_e.jpg,True,/b/1816-eastlake-ave-e-seattle-wa-9VWKJ4/,FOR_RENT,For Rent,"$1,750+/mo","1816 Eastlake Ave E, Seattle, WA",1.0,1.0,550.0,2118659895.0,"{'latitude': 47.63541, 'longitude': -122.32518}",{'type': 'TIME_ON_INFO'},"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",,47.63541--122.32518,True,False,False,False,False,True,False,,False,156902000,2.0,unknown,"['paid', 'zillowRentalManager']",,,,,,,,,,,,,,,,,,,
,https://photos.zillowstatic.com/fp/81bf48569f49364f831265f798fd5e9d-p_e.jpg,True,/b/the-diane-apartments-seattle-wa-5jDzqW/,FOR_RENT,Apartment for rent,"$2,495/mo","318 Boylston Ave E APT 5, Seattle, WA 98102",,,,,"{'latitude': 47.621693, 'longitude': -122.32276}","{'type': 'TIME_ON_INFO', 'text': '10 days ago', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,911744000,,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'feedConnectFlatFeeFeedConnect']",2101336585,ForRent,For Rent,$2.5K,2.0,1.0,700.0,"{'homeInfo': {'zpid': 2101336585, 'streetAddress': '318 Boylston Ave E APT 5', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.621693, 'longitude': -122.32276, 'price': 2495.0, 'bathrooms': 1.0, 'bedrooms': 2.0, 'livingArea': 700.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2119, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2495.0, 'timeOnZillow': 911744000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 5', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,2025-02-01 00:00:00,False,,,
,https://photos.zillowstatic.com/fp/54160174d45d567bb865d9419f1b9f26-p_e.jpg,True,/homedetails/1424-11th-Ave-PENTHOUSE-B-Seattle-WA-98122/443422102_zpid/,FOR_RENT,Apartment for rent,"$5,900/mo","1424 11th Ave #PENTHOUSE B, Seattle, WA 98122",,,,,"{'latitude': 47.613716, 'longitude': -122.31773}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,3459210000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",443422102,ForRent,For Rent,$5.9K,2.0,2.0,1435.0,"{'homeInfo': {'zpid': 443422102, 'streetAddress': '1424 11th Ave #PENTHOUSE B', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.613716, 'longitude': -122.31773, 'price': 5900.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1435.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 5900.0, 'timeOnZillow': 3459210000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# Penthouse B', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/aff65c64c805b5bc07658e87caeb2e2c-p_e.jpg,True,/homedetails/601-Summit-Ave-E-APT-402-Seattle-WA-98102/2078416048_zpid/,FOR_RENT,Apartment for rent,"$2,995/mo","601 Summit Ave E APT 402, Seattle, WA 98102",,,,,"{'latitude': 47.624454, 'longitude': -122.32556}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,6909569000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectSingleFamilyDailyListings']",2078416048,ForRent,For Rent,$3.0K,2.0,2.0,1100.0,"{'homeInfo': {'zpid': 2078416048, 'streetAddress': '601 Summit Ave E APT 402', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.624454, 'longitude': -122.32556, 'price': 2995.0, 'datePriceChanged': 1734768000000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1100.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2860, 'listing_sub_type': {}, 'priceReduction': '$105 (Dec 21)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2995.0, 'priceChange': -105, 'timeOnZillow': 6909569000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 402', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
,https://photos.zillowstatic.com/fp/33f5f49d5a26d37c3cbd507b8b5d1171-p_e.jpg,True,/homedetails/314-E-Mercer-St-1A-Seattle-WA-98102/441700140_zpid/,FOR_RENT,Apartment for rent,"$1,600/mo","314 E Mercer St #1A, Seattle, WA 98102",,,,,"{'latitude': 47.624447, 'longitude': -122.327126}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}",,,,,,False,False,False,True,False,,False,7045215000,,unknown,"['trustedListing', 'paid', 'singleFamilyPaid', 'feedConnectFlatFeeFeedConnect']",441700140,ForRent,For Rent,$1.6K,1.0,1.0,425.0,"{'homeInfo': {'zpid': 441700140, 'streetAddress': '314 E Mercer St #1A', 'zipcode': '98102', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.624447, 'longitude': -122.327126, 'price': 1600.0, 'datePriceChanged': 1736928000000, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 425.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'priceReduction': '$50 (Jan 15)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1600.0, 'priceChange': -50, 'timeOnZillow': 7045215000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1A', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,,False,,,
