zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,latLong,variableData,hdpData,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,availabilityDate,visited,timeOnZillow,rentalMarketingSubType,marketingTreatments,plid,minBeds,minBaths,minArea,lotId,badgeInfo,buildingName,buildingId,isBuilding,canSaveBuilding,unitCount,info3String,streetViewURL,streetViewMetadataURL
,,,https://photos.zillowstatic.com/fp/3dbc44ee4cacc090d57cacf04e6fb022-p_e.jpg,True,/apartments/seattle-wa/washington-terrace-senior-affordable-apartments/5jDyR3/,FOR_RENT,Washington Terrace Senior Affordable Apartments,"$1,644+/mo",,"120 6th Ave S, Seattle, WA",,,,"{'latitude': 47.60102, 'longitude': -122.326126}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,1326132000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily']",497bxzvgxpu9j,1.0,1.0,541.0,1050484149.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Washington Terrace Senior Affordable Apartments,47.60102--122.326126,True,True,2.0,,,
,,,https://photos.zillowstatic.com/fp/d8f12a1670d876aab54b3257b6369d4c-p_e.jpg,True,/apartments/seattle-wa/thai-binh-apartments/9VWTXZ/,FOR_RENT,Thai Binh Apartments,"$1,644+/mo",,"913 S Jackson St, Seattle, WA",,,,"{'latitude': 47.59904, 'longitude': -122.32013}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,148819000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",4dfwapsyarpf6,1.0,1.0,532.0,2118679717.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Thai Binh Apartments,47.59904--122.32013,True,True,16.0,,,
,,,https://photos.zillowstatic.com/fp/81ba47fe0f4b12af76ddc9085ca6ee4b-p_e.jpg,True,/apartments/seattle-wa/excelsior/5Y2bYg/,FOR_RENT,Excelsior,"$2,259+/mo",,"1535 Bellevue Ave, Seattle, WA",,,,"{'latitude': 47.614956, 'longitude': -122.32704}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,9169553000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",1cpy7g16edhr0,1.0,1.0,549.0,1003146359.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Excelsior,47.614956--122.32704,True,True,7.0,,,
,,,https://photos.zillowstatic.com/fp/495b9e5a7cd73b1b190566665cd67c65-p_e.jpg,True,/apartments/seattle-wa/vantage-park/5XjQVx/,FOR_RENT,Vantage Park,"$1,820+/mo",,"1011 E Terrace St, Seattle, WA",,,,"{'latitude': 47.60478, 'longitude': -122.31848}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,1544430000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",346b0bdf37cds,1.0,1.0,575.0,1001477530.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Vantage Park,47.60478--122.31848,True,True,12.0,,,
,,,https://photos.zillowstatic.com/fp/723ea7527e2b397fb10726f5b39a4b71-p_e.jpg,True,/apartments/seattle-wa/tapestry/9P5yzW/,FOR_RENT,TAPESTRY,"$1,730+/mo",,"104 12th Ave, Seattle, WA",,,,"{'latitude': 47.60192, 'longitude': -122.316414}","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,,,,,,False,,False,False,True,False,,False,,,92552000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPinnaclePackage']",164bapud7gfee,1.0,1.0,543.0,2087326133.0,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",TAPESTRY,47.60192--122.316414,True,True,9.0,,,
,,,https://photos.zillowstatic.com/fp/28df75dcb7e3773b16c0cc5eb54fdbb0-p_e.jpg,True,/apartments/seattle-wa/addison-on-fourth-residential/5Xk2GL/,FOR_RENT,Addison on Fourth Residential,"$1,399+/mo",,"308 4th Ave S, Seattle, WA",,,,"{'latitude': 47.5998, 'longitude': -122.32852}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,1813629000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremiumPlusPackage']",54whu47f8up6y,1.0,1.0,132.0,1001546541.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Addison on Fourth Residential,47.5998--122.32852,True,True,15.0,,,
,,,https://photos.zillowstatic.com/fp/28b0f740338ece21c137f7164eea963a-p_e.jpg,True,/apartments/seattle-wa/metropolitan-park/5XjQ3j/,FOR_RENT,Metropolitan Park,"$1,550+/mo",,"601 S Washington St, Seattle, WA",,,,"{'latitude': 47.600697, 'longitude': -122.32571}","{'type': '3D_HOME', 'text': '3D Tour'}",,,,,,,True,,False,False,True,False,,False,,,1388130000,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremiumPlusPackage']",36hgrkxxmd5ph,1.0,1.0,490.0,1001476392.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Metropolitan Park,47.600697--122.32571,True,True,4.0,,,
439634569,ForRent,For Rent,https://photos.zillowstatic.com/fp/a2336dca856850e11692c8222aa02f07-p_e.jpg,True,/apartments/seattle-wa/ludlow-b-apartments/9P5zR8/,FOR_RENT,Apartment for rent,"$1,450/mo",$1.5K,"1420 Boylston Ave APT 1, Seattle, WA 98122",1.0,1.0,485.0,"{'latitude': 47.613686, 'longitude': -122.3231}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}","{'homeInfo': {'zpid': 439634569, 'streetAddress': '1420 Boylston Ave APT 1', 'zipcode': '98122', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.613686, 'longitude': -122.3231, 'price': 1450.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 485.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1450.0, 'timeOnZillow': 3850373000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 1', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,False,True,False,,False,,False,3850373000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,
,,,https://photos.zillowstatic.com/fp/78727e466290a01bad8bec99752456a7-p_e.jpg,True,/apartments/seattle-wa/pivot/CgLdV2/,FOR_RENT,Pivot,"$2,050+/mo",,"1208 E Pine St, Seattle, WA",,,,"{'latitude': 47.61529, 'longitude': -122.32853}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,3831404000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",2j0du6v5h64u1,1.0,1.0,517.0,2734473665.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Pivot,47.61529--122.32853,True,True,3.0,,,
2078843717,ForRent,For Rent,https://photos.zillowstatic.com/fp/60ec007e7cb0aaeedcd8415d3e725bc2-p_e.jpg,True,/apartments/seattle-wa/arrive-first-hill/5XjSkS/,FOR_RENT,Apartment for rent,"$1,900/mo",$1.9K,"600 7th Ave #1112, Seattle, WA 98104",1.0,1.0,650.0,"{'latitude': 47.605118, 'longitude': -122.32715}","{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isRead': None, 'isFresh': False}}","{'homeInfo': {'zpid': 2078843717, 'streetAddress': '600 7th Ave #1112', 'zipcode': '98104', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.605118, 'longitude': -122.32715, 'price': 1900.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 650.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2154, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1900.0, 'timeOnZillow': 1026584000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': '# 1112', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,False,True,False,,False,2025-03-11 00:00:00,False,1026584000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",,,,,,,,,,,,,,
,,,https://photos.zillowstatic.com/fp/f668b53a4db78fffba007d99f73a9982-p_e.jpg,True,/apartments/seattle-wa/terravita-luxury-residencecs/5XjR3n/,FOR_RENT,Terravita Luxury Residencecs,"$2,149+/mo",,"1615 Belmont Ave, Seattle, WA",,,,"{'latitude': 47.615406, 'longitude': -122.32465}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,6380989000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",26tn8tcgky66h,1.0,1.0,574.0,1001478796.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Terravita Luxury Residencecs,47.615406--122.32465,True,True,4.0,,,
,,,https://photos.zillowstatic.com/fp/ef5d3ead94fc37acc30dbf1a847d005e-p_e.jpg,True,/apartments/seattle-wa/wayfarer/BKQCGz/,FOR_RENT,Wayfarer,"$1,623+/mo",,"1000 E Yesler Way, Seattle, WA",,,,"{'latitude': 47.601833, 'longitude': -122.319374}","{'type': 'TIME_ON_INFO', 'text': 'Updated yesterday'}",,,,,,,False,,False,False,True,False,,False,,,103904000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPremium']",5drhrkbqw9da6,1.0,1.0,480.0,2348649232.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Wayfarer,47.601833--122.319374,True,True,48.0,,,
440867183,ForRent,For Rent,https://photos.zillowstatic.com/fp/6905cc18fc097050fe6a63146a4b749c-p_e.jpg,True,/apartments/seattle-wa/hilltop-court-apartments/5XjVTs/,FOR_RENT,Apartment for rent,"$1,725/mo",$1.7K,"1314 Spring St APT 204, Seattle, WA 98104",1.0,1.0,564.0,"{'latitude': 47.611526, 'longitude': -122.32298}","{'type': 'TIME_ON_INFO', 'data': {'isRead': None, 'isFresh': False}}","{'homeInfo': {'zpid': 440867183, 'streetAddress': '1314 Spring St APT 204', 'zipcode': '98104', 'city': 'Seattle', 'state': 'WA', 'latitude': 47.611526, 'longitude': -122.32298, 'price': 1725.0, 'bathrooms': 1.0, 'bedrooms': 1.0, 'livingArea': 564.0, 'homeType': 'APARTMENT', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 1725.0, 'timeOnZillow': 10407184000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'unit': 'Apt 204', 'isShowcaseListing': False}}",False,False,ForRent,For Rent,False,False,False,False,False,True,False,,False,,False,10407184000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyBasePackage']",,,,,,,,,,,,,,
,,,https://photos.zillowstatic.com/fp/765b7c6c6caa29e2792c8a1dead5fffd-p_e.jpg,True,/apartments/seattle-wa/batik-apartments/CgGvSf/,FOR_RENT,Batik Apartments,"$1,888+/mo",,"123 Broadway, Seattle, WA",,,,"{'latitude': 47.602585, 'longitude': -122.321014}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,161769000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPayPerLease']",2c4t48zf21fv9,1.0,1.0,493.0,2734034216.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Batik Apartments,47.602585--122.321014,True,True,13.0,,,
,,,https://photos.zillowstatic.com/fp/549a263e60678809a4c525fa2b4c02cd-p_e.jpg,True,/apartments/seattle-wa/john-alden/5XjQpF/,FOR_RENT,John Alden,"$1,550+/mo",,"1019 Terry Ave, Seattle, WA",,,,"{'latitude': 47.609238, 'longitude': -122.32703}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,6400749000,unknown,"['trustedListing', 'paid', 'zillowRentalManager', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",15rmm9xgdatky,1.0,1.0,626.0,1001478230.0,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",John Alden,47.609238--122.32703,True,True,3.0,,,
,,,https://photos.zillowstatic.com/fp/e4cd1e76db84ae786fea0e5778dea384-p_e.jpg,True,/apartments/seattle-wa/the-cove/B69zjm/,FOR_RENT,The Cove,"$1,800+/mo",,"601 E Pike St, Seattle, WA",,,,"{'latitude': 47.613907, 'longitude': -122.324104}",{'type': 'TIME_ON_INFO'},,,,,,,False,,False,False,True,False,,False,,,6857597000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",506vb3cb9h50x,1.0,1.0,522.0,2283801739.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",The Cove,47.613907--122.324104,True,True,3.0,,,
,,,https://photos.zillowstatic.com/fp/a0cb6befe2f87bc111981773647c147d-p_e.jpg,True,/apartments/seattle-wa/arrive-seattle/9P5xny/,FOR_RENT,Arrive Seattle,"$2,350+/mo",,"2116 4th Ave, Seattle, WA",,,,"{'latitude': 47.61442, 'longitude': -122.34172}","{'type': '3D_HOME', 'text': '3D Tour'}",,,,,,,True,,False,False,True,False,,False,,,780051000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPinnaclePackage']",41z13syanbsv8,1.0,1.0,544.0,2087323264.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",Arrive Seattle,47.61442--122.34172,True,True,19.0,,,
,,,https://photos.zillowstatic.com/fp/13d837c12849e14a78a1300af136564d-p_e.jpg,True,/apartments/seattle-wa/barclay-broadway/5XjMyM/,FOR_RENT,Barclay Broadway,"$1,545+/mo",,"412 Broadway, Seattle, WA",,,,"{'latitude': 47.605705, 'longitude': -122.32035}","{'type': '3D_HOME', 'text': '3D Tour'}",,,,,,,True,,False,False,True,False,,False,,,104120000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyEnhancedPackage']",4yhw929t4d9qg,1.0,1.0,602.0,1001471425.0,"{'type': 'UNIT_AVAILABILITY', 'text': 'Unit availability'}",Barclay Broadway,47.605705--122.32035,True,True,6.0,,,
,,,https://photos.zillowstatic.com/fp/302406ac3d1e285697144e875ab71036-p_e.jpg,True,/apartments/seattle-wa/the-confidential/Cgvj9B/,FOR_RENT,The Confidential,"$2,855+/mo",,"2315 4th Ave, Seattle, WA",,,,"{'latitude': 47.615494, 'longitude': -122.34476}","{'type': '3D_HOME', 'text': '3D Tour'}",,,,,,,True,,False,False,True,False,,False,,,11194838000,unknown,"['trustedListing', 'paid', 'multiFamilySalesListing', 'paidOrUnpaidMultifamily', 'paidMultifamily', 'multifamilyPinnaclePackage']",2fck1wvcsa30u,1.0,1.0,582.0,2737776616.0,"{'type': 'SPECIAL_OFFER', 'text': 'Special Offer'}",The Confidential,47.615494--122.34476,True,True,87.0,,,
